,question,answer
1728,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
1729,Đại hoàng điều trị bệnh gì,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""đại hoàng"" RETURN dis.id"
1730,Đại hoàng chứa hóa chất nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""đại hoàng"" RETURN c.id"
1731,Đại hoàng được sản xuất từ loài sinh vật nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""đại hoàng"" RETURN o.id"
1732,Đại hoàng được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""đại hoàng"" RETURN p.id"
1733,Đại hoàng được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""đại hoàng"" RETURN s.id"
1734,Đại hoàng có tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""đại hoàng"" RETURN s.id"
1735,Dược liệu điều trị bệnh gì khác nữa?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""diệp hạ châu"" RETURN dis.id"
1736,Phương pháp chiết yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""chiết"" RETURN c.id"
1737,Trúc đào được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""trúc đào"" RETURN tm.id"
1738,Phương pháp định tính A yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính a"" RETURN c.id"
1739,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
1740,Dược liệu chủ trị bệnh rắn cắn không,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""rắn cắn"" RETURN d.id"
1741,Dược liệu chủ trị bệnh kinh bế không,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""kinh bế"" RETURN d.id"
1742,"Dược liệu chủ trị bệnh mụn nhọt, lở ngứa ngoài da không","MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""mụn nhọt, lở ngứa ngoài da"" RETURN d.id"
1743,Dược liệu điều trị bệnh gì khác nữa?,MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) RETURN dis.id
1744,Dược liệu chủ trị bệnh tắc sữa không?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""tắc sữa"" RETURN d.id"
1745,Dược liệu chủ trị bệnh sốt không,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""sốt"" RETURN d.id"
1746,"Dược liệu chủ trị bệnh tiểu tiện bí, rắt không","MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""tiểu tiện bí, rắt"" RETURN d.id"
1747,Dược liệu chủ trị bệnh đau mắt không,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""đau mắt"" RETURN d.id"
1748,Dược liệu chủ trị bệnh vàng da không?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""vàng da"" RETURN d.id"
1749,Dược liệu chủ trị bệnh Viêm gan không?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""viêm gan"" RETURN d.id"
1750,Dược liệu điều trị bệnh gì khác,"MATCH (c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""phyllanthin"" MATCH (d:DRUG)-[:CONTAINS]->(c) MATCH (d)-[:TREATS]->(dis:DISEASE) RETURN DISTINCT dis.id"
1751,Dược liệu điều trị bệnh gì nữa,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""diệp hạ châu"" RETURN dis.id"
1752,Dược liệu tác động lên kinh mạch nào,"MATCH (d:DRUG)-[:TARGETS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""phế"" OR toLower(dis.id) CONTAINS ""thận"" RETURN dis.id"
1753,Dược liệu cần tránh điều kiện bảo quản nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""dược liệu"" AND (toLower(s.id) CONTAINS ""ẩm"" OR toLower(s.id) CONTAINS ""mốc"" OR toLower(s.id) CONTAINS ""mọt"") RETURN s.id"
1754,Dược liệu tác động lên kinh mạch nào khác,"MATCH (d:DRUG)-[:TARGETS]->(k:DISEASE) WHERE toLower(d.id) CONTAINS ""dược liệu"" AND NOT (toLower(k.id) CONTAINS ""phế"" OR toLower(k.id) CONTAINS ""thận"") RETURN k.id"
1755,Dược liệu điều trị bệnh gì,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""diệp hạ châu"" RETURN dis.id"
1756,Dược liệu được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""dược liệu"" RETURN s.id"
1757,Dược liệu chứa hoạt chất nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""phyllanthin"" RETURN c.id"
1758,Phyllanthin có công thức hóa học nào?,"MATCH (c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""phyllanthin"" RETURN c.id"
1759,Dược liệu được sản xuất bằng phương pháp lấy lá ép thành bánh không,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(p.id) CONTAINS ""lấy lá ép thành bánh"" RETURN d.id"
1760,Dược liệu được sản xuất bằng phương pháp rửa sạch không,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE NOT toLower(p.id) CONTAINS ""rửa sạch"" RETURN d.id"
1761,Dược liệu được định lượng bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""dược liệu"" AND toLower(tm.id) CONTAINS ""định lượng"" RETURN tm.id"
1762,Dược liệu được sản xuất bằng phương pháp cắt đoạn phơi khô không?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(p.id) CONTAINS ""cắt đoạn phơi khô"" RETURN d.id"
1763,Phương pháp sắc ký lỏng yêu cầu hóa chất nào làm pha động B,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" AND toLower(c.id) CONTAINS ""pha động b"" RETURN c.id"
1764,Phương pháp sắc ký lỏng có tiêu chuẩn nào về thể tích tiêm,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" AND toLower(s.id) CONTAINS ""thể tích tiêm"" RETURN s.id"
1765,Phương pháp sắc ký lỏng có tiêu chuẩn nào về tốc độ dòng?,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" AND toLower(s.id) CONTAINS ""tốc độ dòng"" RETURN s.id"
1766,Phương pháp sắc ký lỏng có tiêu chuẩn nào về bước sóng,"MATCH (t:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" AND toLower(s.id) CONTAINS ""bước sóng"" RETURN s.id"
1767,Phương pháp sắc ký lỏng yêu cầu pha tĩnh nào,"MATCH (tm:TEST_METHOD)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""sắc ký lỏng"" AND toLower(s.id) CONTAINS ""pha tĩnh"" RETURN s.id"
1768,Phương pháp sắc ký lỏng yêu cầu chất chuẩn nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" RETURN c.id"
1769,Phương pháp sắc ký lỏng yêu cầu dung môi nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" RETURN c.id"
1770,Dược liệu được định lượng theo phụ lục nào?,"MATCH (t:TEST_METHOD) WHERE toLower(t.id) CONTAINS ""định lượng"" AND toLower(t.id) CONTAINS ""phụ lục 5.3"" RETURN t.id"
1771,Dược liệu khô được kiểm nghiệm độ ẩm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""dược liệu khô"" AND toLower(t.id) CONTAINS ""độ ẩm"" RETURN t.id"
1772,Phương pháp sắc ký lỏng yêu cầu hóa chất nào làm pha động A,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lỏng"" AND toLower(c.id) CONTAINS ""methanol"" RETURN c.id"
1773,Dược liệu có tiêu chuẩn nào về tính vị?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(s.id) CONTAINS ""vị"" RETURN s.id"
1774,Phương pháp chiết nóng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""phương pháp chiết nóng"" RETURN c.id"
1775,Dược liệu được kiểm nghiệm chất chiết được bằng phương pháp nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""dược liệu"" AND toLower(s.id) CONTAINS ""chất chiết được"" RETURN tm.id"
1776,Dược liệu được kiểm nghiệm tỷ lệ vụn nát bằng phương pháp nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""tỷ lệ vụn nát"" RETURN tm.id"
1777,Dược liệu có tiêu chuẩn nào về hàm lượng phyllanthin?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL), (d)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(c.id) CONTAINS ""phyllanthin"" AND (toLower(s.id) CONTAINS ""hàm lượng"" OR toLower(s.id) CONTAINS ""định lượng"") RETURN s.id"
1778,Dược liệu được kiểm nghiệm tro toàn phần bằng phương pháp nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""tro toàn phần"" RETURN t.id"
1779,DỪA CẠN (Lá) được sản xuất từ vi sinh vật nào,"MATCH (o:ORGANISM)-[:PRODUCED_BY]->(d:DRUG) WHERE toLower(d.id) CONTAINS ""dừa cạn (lá)"" RETURN o.id"
1780,Dược liệu có tiêu chuẩn nào về chất chiết được,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(s.id) CONTAINS ""chất chiết được"" RETURN s.id"
1781,Dược liệu khô có tiêu chuẩn nào về độ ẩm?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""dược liệu khô"" AND toLower(s.id) CONTAINS ""độ ẩm"" RETURN s.id"
1782,Dược liệu có tiêu chuẩn nào về tro toàn phần,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(s.id) CONTAINS ""tro toàn phần"" RETURN s.id"
1783,Dược liệu Dừa cạn tác động lên cơ quan nào?,"MATCH (d:DRUG)-[:TARGETS]->(o:DISEASE) WHERE toLower(d.id) CONTAINS ""dừa cạn"" RETURN o.id"
1784,Dược liệu có tiêu chuẩn nào về tỷ lệ vụn nát?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(s.id) CONTAINS ""tỷ lệ vụn nát"" RETURN s.id"
1785,Phương pháp Định tính yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
1786,DỪA CẠN (Lá) điều trị bệnh nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""dừa cạn (lá)"" RETURN dis.id"
1787,Dược liệu Dừa cạn điều trị bệnh gì,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""dừa cạn"" RETURN dis.id"
1788,Phương pháp Định lượng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định lượng"" RETURN c.id"
1789,Dược liệu Dừa cạn được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""dừa cạn"" RETURN s.id"
1790,Dược liệu Dừa cạn được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""dừa cạn"" RETURN p.id"
1791,Dược liệu Dừa cạn có tiêu chuẩn nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""dừa cạn"" RETURN s.id"
1792,Dược liệu Dừa cạn được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""dừa cạn"" RETURN tm.id"
1793,Phương pháp Định lượng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định lượng"" RETURN c.id"
1794,DỪA CẠN (Rễ) được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""dừa cạn (rễ)"" RETURN o.id"
1795,DỪA CẠN (Rễ) được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""dừa cạn (rễ)"" RETURN p.id"
1796,DỪA CẠN (Rễ) được bảo quản ở điều kiện nào,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""dừa cạn (rễ)"" RETURN s.id"
1797,DỪA CẠN (Rễ) điều trị bệnh gì,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""dừa cạn (rễ)"" RETURN dis.id"
1798,DIỆP HẠ CHÂU được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""diệp hạ châu"" RETURN o.id"
1799,Diệp hạ châu đắng có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN s.id"
1800,Phương pháp Phụ lục 9.6 yêu cầu tiêu chuẩn nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(tm.id) CONTAINS ""phụ lục 9.6"" RETURN s.id"
1801,DỪA CẠN (Rễ) có những tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""dừa cạn (rễ)"" RETURN s.id"
1802,DỪA CẠN (Rễ) được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""dừa cạn (rễ)"" RETURN t.id"
1803,Chỉ số Độ ẩm được kiểm nghiệm bằng phương pháp nào,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""độ ẩm"" RETURN t.id"
1804,Diệp hạ châu đắng chứa hóa chất nào,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN c.id"
1805,Diệp hạ châu đắng được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN p.id"
1806,Phương pháp Sắc ký lớp mỏng yêu cầu dược liệu đối chiếu nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(d:DRUG) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN d.id"
1807,Dược liệu được kiểm nghiệm bằng phương pháp nào,"MATCH (c:CHEMICAL)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(c.id) CONTAINS ""dược liệu"" RETURN t.id"
1808,Phương pháp Định tính yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
1809,Phương pháp Sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
1810,Diệp hạ châu đắng được sản xuất từ sinh vật nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(o:ORGANISM) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN o.id"
1811,Diệp hạ châu đắng được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN t.id"
1812,Diệp hạ châu đắng có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN s.id"
1813,Diệp hạ châu đắng điều trị bệnh lý nào?,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN dis.id"
1814,Diệp hạ châu đắng được bảo quản tại điều kiện môi trường nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN s.id"
1815,Diệp hạ châu đắng được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN p.id"
1816,Diệp hạ châu đắng được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(tm:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN tm.id"
1817,Phương pháp Chiết nóng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""chiết nóng"" RETURN c.id"
1818,Phương pháp Quan sát dưới ánh sáng tử ngoại có chỉ số kỹ thuật nào,"MATCH (tm:TEST_METHOD)<-[:TESTED_BY]-(d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(tm.id) CONTAINS ""quan sát dưới ánh sáng tử ngoại"" RETURN s.id"
1819,Phương pháp Sắc ký lớp mỏng có chỉ số kỹ thuật nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN s.id"
1820,Diệp hạ châu đắng có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""diệp hạ châu đắng"" RETURN s.id"
1821,Phương pháp Sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
1822,Phương pháp Định tính yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính"" RETURN c.id"
1823,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
1824,DIỆP HẠ CHÂU được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""diệp hạ châu"" RETURN p.id"
1825,DIỆP HẠ CHÂU điều trị bệnh gì,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""diệp hạ châu"" RETURN dis.id"
1826,DIỆP HẠ CHÂU được bảo quản ở điều kiện nào?,"MATCH (d:DRUG)-[:STORED_AT]->(s:STORAGE_CONDITION) WHERE toLower(d.id) CONTAINS ""diệp hạ châu"" RETURN s.id"
1827,Phương pháp chiết nóng yêu cầu hóa chất nào,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""chiết nóng"" RETURN c.id"
1828,DIỆP HẠ CHÂU được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""diệp hạ châu"" RETURN t.id"
1829,Phương pháp định tính B yêu cầu hóa chất nào?,"MATCH (t:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(t.id) CONTAINS ""định tính b"" RETURN c.id"
1830,DIỆP HẠ CHÂU có những tiêu chuẩn nào?,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""diệp hạ châu"" RETURN s.id"
1831,Diếp cá chứa thành phần nào?,"MATCH (d:DRUG)-[:CONTAINS]->(c:CHEMICAL) WHERE toLower(d.id) CONTAINS ""diếp cá"" RETURN c.id"
1832,Sao vàng là phương pháp sản xuất của thực thể nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(p.id) CONTAINS ""sao vàng"" RETURN d.id"
1833,Diếp cá được sản xuất bằng phương pháp nào,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""diếp cá"" RETURN p.id"
1834,Diếp cá được kiểm nghiệm bằng phương pháp nào?,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""diếp cá"" RETURN t.id"
1835,Chỉ số kỹ thuật Độ ẩm có tiêu chuẩn nào?,"MATCH (n)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(s.id) CONTAINS ""độ ẩm"" RETURN DISTINCT s.id"
1836,Nơi khô là điều kiện bảo quản của thực thể nào,"MATCH (entity)-[:STORED_AT]->(sc:STORAGE_CONDITION) WHERE toLower(sc.id) CONTAINS ""nơi khô"" RETURN entity.id"
1837,Nước được yêu cầu bởi phương pháp nào?,"MATCH (m:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(c.id) CONTAINS ""nước"" RETURN m.id"
1838,Tiểu đường được điều trị bằng thuốc nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(dis.id) CONTAINS ""tiểu đường"" RETURN d.id"
1839,Phương pháp sắc ký lớp mỏng yêu cầu hóa chất nào?,"MATCH (tm:TEST_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(tm.id) CONTAINS ""sắc ký lớp mỏng"" RETURN c.id"
1840,Diên hồ sách được sản xuất bằng phương pháp nào?,"MATCH (d:DRUG)-[:PRODUCED_BY]->(p:PRODUCTION_METHOD) WHERE toLower(d.id) CONTAINS ""diên hồ sách"" RETURN p.id"
1841,Phương pháp chiết nóng yêu cầu hóa chất nào?,"MATCH (p:PRODUCTION_METHOD)-[:REQUIRES]->(c:CHEMICAL) WHERE toLower(p.id) CONTAINS ""phương pháp chiết nóng"" RETURN c.id"
1842,Chỉ số kỹ thuật Chất chiết được trong dược liệu được kiểm nghiệm bằng phương pháp nào?,"MATCH (s:STANDARD)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(s.id) CONTAINS ""chất chiết được trong dược liệu"" RETURN t.id"
1843,Diên hồ sách được kiểm nghiệm bằng phương pháp nào,"MATCH (d:DRUG)-[:TESTED_BY]->(t:TEST_METHOD) WHERE toLower(d.id) CONTAINS ""diên hồ sách"" RETURN t.id"
1844,Diên hồ sách có chỉ số kỹ thuật nào,"MATCH (d:DRUG)-[:HAS_STANDARD]->(s:STANDARD) WHERE toLower(d.id) CONTAINS ""diên hồ sách"" RETURN s.id"
1845,Diên hồ sách điều trị bệnh nào,"MATCH (d:DRUG)-[:TREATS]->(dis:DISEASE) WHERE toLower(d.id) CONTAINS ""diên hồ sách"" RETURN dis.id"
